date,ticker,open,high,low,close,adj_close,volume,downloaded_at,source,1d_no_calendar_simple_return,7d_no_calendar_rolling_return,30d_no_calendar_rolling_return,1d_no_calendar_log_return,cumulative_returns_no_calendar,1d_no_calendar_lagged_returns,5d_no_calendar_lagged_returns,1d_business_calendar_simple_return,7d_business_calendar_rolling_return,30d_business_calendar_rolling_return,1d_business_calendar_log_return,cumulative_returns_business_calendar,1d_business_calendar_lagged_returns,5d_business_calendar_lagged_returns,market_calendar,1d_exchange_calendar_simple_return,7d_exchange_calendar_rolling_return,30d_exchange_calendar_rolling_return,1d_exchange_calendar_log_return,cumulative_returns_exchange_calendar,1d_exchange_calendar_lagged_returns,5d_exchange_calendar_lagged_returns,no_calendar_20d_adj_close_ma,business_calendar_20d_adj_close_ma,exchange_calendar_20d_adj_close_ma,no_calendar_50d_adj_close_ma,business_calendar_50d_adj_close_ma,exchange_calendar_50d_adj_close_ma
2018-01-17,GLD,126.7699966430664,127.22000122070312,125.9000015258789,126.13999938964844,126.13999938964844,10130500,2026-05-17 16:56:22.827950,yfinance,-0.008099385028916495,0.00646291826984613,,-0.008132363237354166,0.00791049022532242,0.0016540570729914883,-0.0046284750854692636,-0.008099385028916495,0.006623588278872772,,-0.008132363237354166,0.006246101743563104,,0.002405158456580736,NYSE,-0.008099385028916495,0.00646291826984613,,-0.008132363237354166,0.00791049022532242,0.0016540570729914883,-0.0046284750854692636,,,,,,
2018-01-18,GLD,126.12999725341795,126.5199966430664,125.8000030517578,125.86000061035156,125.86000061035156,6289300,2026-05-17 16:56:22.827950,yfinance,-0.002219746160232239,0.00438913943399144,,-0.002222213448585594,0.0056731847847870664,-0.008099385028916495,0.002405158456580736,-0.002219746160232239,0.00905954640427864,,-0.002222213448585594,0.0040124908229690615,-0.008099385028916495,0.003279242310744168,NYSE,-0.002219746160232239,0.00438913943399144,,-0.002222213448585594,0.0056731847847870664,-0.008099385028916495,0.002405158456580736,,,,,,
2018-01-19,GLD,126.56999969482422,126.7300033569336,126.41000366210938,126.41999816894533,126.41999816894533,8773800,2026-05-17 16:56:22.827950,yfinance,0.004449368789751107,0.013549224457050313,,0.0044394996120163946,0.010147795665857995,-0.002219746160232239,0.003279242310744168,0.004449368789751107,0.011117327067259097,,0.0044394996120163946,0.008479712664157146,-0.002219746160232239,0.012117319941670202,NYSE,0.004449368789751107,0.013549224457050313,,0.0044394996120163946,0.010147795665857995,-0.002219746160232239,0.003279242310744168,,,,,,
2018-01-22,GLD,126.51000213623048,126.75,126.27999877929688,126.6500015258789,126.6500015258789,4893500,2026-05-17 16:56:22.827950,yfinance,0.0018193589642852004,0.012956912440202917,,0.0018177059354296304,0.0119856171131556,0.004449368789751107,0.012117319941670202,0.0018193589642852004,0.0096460384321011,,0.0018177059354296304,0.010314499269692412,0.004449368789751107,,NYSE,0.0018193589642852004,0.012956912440202917,,0.0018177059354296304,0.0119856171131556,0.004449368789751107,0.012117319941670202,,,,,,
2018-01-23,GLD,126.52999877929688,127.3499984741211,126.33999633789062,127.27999877929688,127.27999877929688,6190400,2026-05-17 16:56:22.827950,yfinance,0.004974316982453653,0.014668337867341119,,0.004961985943158681,0.01701955435436031,0.0018193589642852004,0.0016540570729914883,0.004974316982453653,0.002520476505448732,,0.004961985943158681,0.015340123841028896,0.0018193589642852004,,NYSE,0.004974316982453653,0.014668337867341119,,0.004961985943158681,0.01701955435436031,0.0018193589642852004,0.0016540570729914883,,,,,,
2018-01-24,GLD,128.38999938964844,129.25999450683594,128.22999572753906,128.8300018310547,128.8300018310547,11827600,2026-05-17 16:56:22.827950,yfinance,0.012177899643490031,0.014729070258876042,,0.012104345577545294,0.029404716422754662,0.004974316982453653,-0.008099385028916495,0.012177899643490031,,,0.012104345577545294,0.02770483397317358,0.004974316982453653,-0.008099385028916495,NYSE,0.012177899643490031,0.014729070258876042,,0.012104345577545294,0.029404716422754662,0.004974316982453653,-0.008099385028916495,,,,,,
2018-01-25,GLD,128.69000244140625,129.50999450683594,127.36000061035156,127.97000122070312,127.97000122070312,15219700,2026-05-17 16:56:22.827950,yfinance,-0.006675468432262743,0.0062908159414691855,,-0.006697849027902464,0.022532957734252124,0.012177899643490031,-0.002219746160232239,-0.006675468432262743,0.0062908159414691855,,-0.006697849027902464,0.02084442279630183,0.012177899643490031,-0.002219746160232239,NYSE,-0.006675468432262743,0.0062908159414691855,,-0.006697849027902464,0.022532957734252124,0.012177899643490031,-0.002219746160232239,,,,,,
2018-01-26,GLD,128.24000549316406,128.52000427246094,127.97000122070312,128.07000732421875,128.07000732421875,7828700,2026-05-17 16:56:22.827950,yfinance,0.0007814808358339587,0.015300522783486592,,0.0007811756386790387,0.02333204764473007,-0.006675468432262743,0.004449368789751107,0.0007814808358339587,0.015300522783486592,,0.0007811756386790387,0.02164219314908511,-0.006675468432262743,0.004449368789751107,NYSE,0.0007814808358339587,0.015300522783486592,,0.0007811756386790387,0.02333204764473007,-0.006675468432262743,0.004449368789751107,,,,,,
2018-01-29,GLD,127.58000183105467,127.62999725341795,126.91999816894533,127.3499984741211,127.3499984741211,6956400,2026-05-17 16:56:22.827950,yfinance,-0.005621994291566623,0.01183853374021826,,-0.005637857183470335,0.017578880714494316,0.0007814808358339587,0.0018193589642852004,-0.005621994291566623,0.01183853374021826,,-0.005637857183470335,0.015898526571177296,0.0007814808358339587,0.0018193589642852004,NYSE,-0.005621994291566623,0.01183853374021826,,-0.005637857183470335,0.017578880714494316,0.0007814808358339587,0.0018193589642852004,,,,,,
2018-01-30,GLD,127.91000366210938,127.91999816894533,126.73999786376952,126.8000030517578,126.8000030517578,9736100,2026-05-17 16:56:22.827950,yfinance,-0.004318770545372774,0.00300589217146352,,-0.00432812337307631,0.013184191016871072,-0.005621994291566623,0.004974316982453653,-0.004318770545372774,0.00300589217146352,,-0.00432812337307631,0.011511093937534023,-0.005621994291566623,0.004974316982453653,NYSE,-0.004318770545372774,0.00300589217146352,,-0.00432812337307631,0.013184191016871072,-0.005621994291566623,0.004974316982453653,126.33850059509277,,126.33850059509277,,,
2018-01-31,GLD,127.4499969482422,127.8499984741211,126.4000015258789,127.6500015258789,127.6500015258789,13418900,2026-05-17 16:56:22.827950,yfinance,0.006703457836465088,0.007895775664840121,,0.00668108957049156,0.019976028521925704,-0.004318770545372774,0.012177899643490031,0.006703457836465088,0.007895775664840121,,0.00668108957049156,0.01829171590686096,-0.004318770545372774,0.012177899643490031,NYSE,0.006703457836465088,0.007895775664840121,,0.00668108957049156,0.019976028521925704,-0.004318770545372774,0.012177899643490031,126.46350059509277,,126.46350059509277,,,
2018-02-01,GLD,127.18000030517578,128.14999389648438,127.08000183105467,128.07000732421875,128.07000732421875,10854600,2026-05-17 16:56:22.827950,yfinance,0.003290292152912322,0.006206855377896003,,0.0032848909860550284,0.02333204764473007,0.006703457836465088,-0.006675468432262743,0.003290292152912322,0.006206855377896003,,0.0032848909860550284,0.021642193149084887,0.006703457836465088,-0.006675468432262743,NYSE,0.003290292152912322,0.006206855377896003,,0.0032848909860550284,0.02333204764473007,0.006703457836465088,-0.006675468432262743,126.6260009765625,,126.6260009765625,,,
2018-02-02,GLD,126.80999755859376,126.8499984741211,125.95999908447266,126.38999938964844,126.38999938964844,16789200,2026-05-17 16:56:22.827950,yfinance,-0.013117887393550687,-0.018939706642293053,,-0.013204686797240324,0.009908093077514835,0.003290292152912322,0.0007814808358339587,-0.013117887393550687,-0.018939706642293053,,-0.013204686797240324,0.00824040590285513,0.003290292152912322,0.0007814808358339587,NYSE,-0.013117887393550687,-0.018939706642293053,,-0.013204686797240324,0.009908093077514835,0.003290292152912322,0.0007814808358339587,126.6725009918213,,126.6725009918213,,,
